modulation_type,symbol,label,magnitude,phase,real,imag
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
bpsk,(-1+0j),0,1.0,3.141592653589793,-1.0,0.0
bpsk,(1+0j),1,1.0,0.0,1.0,0.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1-1j),0,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(1-1j),0,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(-1-1j),0,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(-1-1j),0,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(-1+1j),1,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(-1+1j),1,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1-1j),0,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(1-1j),1,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(1-1j),1,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1+1j),1,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(1-1j),0,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1-1j),0,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(-1+1j),1,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1+1j),1,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(1-1j),1,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(-1-1j),0,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(1-1j),1,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(-1-1j),0,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1-1j),0,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(1-1j),0,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(1-1j),0,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(1-1j),1,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(1+1j),0,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(-1-1j),0,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(1+1j),0,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1+1j),1,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1-1j),1,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(1+1j),0,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1-1j),1,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(1+1j),0,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(-1+1j),1,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(-1-1j),0,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(-1+1j),1,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(1-1j),1,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(1+1j),0,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(-1-1j),0,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1-1j),1,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1+1j),1,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1+1j),1,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(1+1j),0,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1-1j),1,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1-1j),0,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(1-1j),0,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(-1+1j),1,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(1-1j),0,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1-1j),1,1.4142135623730951,-2.356194490192345,-1.0,-1.0
qpsk,(-1+1j),1,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(1+1j),0,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(-1+1j),1,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(-1+1j),0,1.4142135623730951,2.356194490192345,-1.0,1.0
qpsk,(1+1j),0,1.4142135623730951,0.7853981633974483,1.0,1.0
qpsk,(1-1j),0,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(1-1j),0,1.4142135623730951,-0.7853981633974483,1.0,-1.0
qpsk,(1+1j),1,1.4142135623730951,0.7853981633974483,1.0,1.0
8apsk,(-0.9531574863344378-0.459016453145049j),1,1.0579249964025073,-2.6927937030769655,-0.9531574863344378,-0.459016453145049
8apsk,(-0.23541045825521645+1.0314006079876599j),0,1.0579249964025073,1.7951958020513104,-0.23541045825521645,1.0314006079876599
8apsk,(-0.9531574863344378+0.4590164531450492j),1,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(-0.9531574863344378+0.4590164531450492j),0,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(-0.9531574863344378-0.459016453145049j),1,1.0579249964025073,-2.6927937030769655,-0.9531574863344378,-0.459016453145049
8apsk,(-0.23541045825521645+1.0314006079876599j),1,1.0579249964025073,1.7951958020513104,-0.23541045825521645,1.0314006079876599
8apsk,(0.40689422938557973+0j),1,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(0.40689422938557973+0j),0,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(0.6596054463884006-0.8271190682773576j),0,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(0.6596054463884006-0.8271190682773576j),1,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(0.40689422938557973+0j),0,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(1.0579249964025073+0j),0,1.0579249964025073,0.0,1.0579249964025073,0.0
8apsk,(-0.9531574863344378-0.459016453145049j),1,1.0579249964025073,-2.6927937030769655,-0.9531574863344378,-0.459016453145049
8apsk,(0.6596054463884007+0.8271190682773574j),0,1.0579249964025073,0.8975979010256552,0.6596054463884007,0.8271190682773574
8apsk,(-0.9531574863344378+0.4590164531450492j),1,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(-0.9531574863344378-0.459016453145049j),0,1.0579249964025073,-2.6927937030769655,-0.9531574863344378,-0.459016453145049
8apsk,(0.6596054463884007+0.8271190682773574j),1,1.0579249964025073,0.8975979010256552,0.6596054463884007,0.8271190682773574
8apsk,(0.40689422938557973+0j),1,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(0.6596054463884007+0.8271190682773574j),0,1.0579249964025073,0.8975979010256552,0.6596054463884007,0.8271190682773574
8apsk,(1.0579249964025073+0j),0,1.0579249964025073,0.0,1.0579249964025073,0.0
8apsk,(0.6596054463884007+0.8271190682773574j),0,1.0579249964025073,0.8975979010256552,0.6596054463884007,0.8271190682773574
8apsk,(0.6596054463884006-0.8271190682773576j),0,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(0.6596054463884006-0.8271190682773576j),0,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(1.0579249964025073+0j),0,1.0579249964025073,0.0,1.0579249964025073,0.0
8apsk,(-0.9531574863344378+0.4590164531450492j),1,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(-0.9531574863344378-0.459016453145049j),1,1.0579249964025073,-2.6927937030769655,-0.9531574863344378,-0.459016453145049
8apsk,(-0.23541045825521645+1.0314006079876599j),1,1.0579249964025073,1.7951958020513104,-0.23541045825521645,1.0314006079876599
8apsk,(-0.23541045825521667-1.0314006079876599j),1,1.0579249964025075,-1.7951958020513106,-0.23541045825521667,-1.0314006079876599
8apsk,(0.6596054463884007+0.8271190682773574j),1,1.0579249964025073,0.8975979010256552,0.6596054463884007,0.8271190682773574
8apsk,(0.6596054463884007+0.8271190682773574j),1,1.0579249964025073,0.8975979010256552,0.6596054463884007,0.8271190682773574
8apsk,(0.40689422938557973+0j),0,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(0.6596054463884006-0.8271190682773576j),0,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(0.6596054463884006-0.8271190682773576j),0,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(-0.23541045825521667-1.0314006079876599j),0,1.0579249964025075,-1.7951958020513106,-0.23541045825521667,-1.0314006079876599
8apsk,(-0.23541045825521667-1.0314006079876599j),0,1.0579249964025075,-1.7951958020513106,-0.23541045825521667,-1.0314006079876599
8apsk,(0.6596054463884006-0.8271190682773576j),1,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(0.40689422938557973+0j),1,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(-0.9531574863344378+0.4590164531450492j),0,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(-0.23541045825521645+1.0314006079876599j),1,1.0579249964025073,1.7951958020513104,-0.23541045825521645,1.0314006079876599
8apsk,(0.6596054463884007+0.8271190682773574j),0,1.0579249964025073,0.8975979010256552,0.6596054463884007,0.8271190682773574
8apsk,(-0.9531574863344378-0.459016453145049j),1,1.0579249964025073,-2.6927937030769655,-0.9531574863344378,-0.459016453145049
8apsk,(-0.9531574863344378+0.4590164531450492j),0,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(0.40689422938557973+0j),1,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(-0.9531574863344378+0.4590164531450492j),0,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(0.40689422938557973+0j),0,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(-0.9531574863344378+0.4590164531450492j),1,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(-0.23541045825521667-1.0314006079876599j),0,1.0579249964025075,-1.7951958020513106,-0.23541045825521667,-1.0314006079876599
8apsk,(1.0579249964025073+0j),1,1.0579249964025073,0.0,1.0579249964025073,0.0
8apsk,(0.6596054463884006-0.8271190682773576j),0,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(-0.9531574863344378+0.4590164531450492j),1,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(0.40689422938557973+0j),0,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(-0.23541045825521645+1.0314006079876599j),0,1.0579249964025073,1.7951958020513104,-0.23541045825521645,1.0314006079876599
8apsk,(-0.9531574863344378+0.4590164531450492j),0,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(-0.23541045825521667-1.0314006079876599j),0,1.0579249964025075,-1.7951958020513106,-0.23541045825521667,-1.0314006079876599
8apsk,(-0.9531574863344378+0.4590164531450492j),0,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(0.6596054463884007+0.8271190682773574j),1,1.0579249964025073,0.8975979010256552,0.6596054463884007,0.8271190682773574
8apsk,(-0.9531574863344378-0.459016453145049j),0,1.0579249964025073,-2.6927937030769655,-0.9531574863344378,-0.459016453145049
8apsk,(0.40689422938557973+0j),0,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(0.40689422938557973+0j),0,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(-0.23541045825521667-1.0314006079876599j),1,1.0579249964025075,-1.7951958020513106,-0.23541045825521667,-1.0314006079876599
8apsk,(-0.23541045825521645+1.0314006079876599j),0,1.0579249964025073,1.7951958020513104,-0.23541045825521645,1.0314006079876599
8apsk,(0.6596054463884007+0.8271190682773574j),1,1.0579249964025073,0.8975979010256552,0.6596054463884007,0.8271190682773574
8apsk,(-0.23541045825521645+1.0314006079876599j),0,1.0579249964025073,1.7951958020513104,-0.23541045825521645,1.0314006079876599
8apsk,(-0.23541045825521667-1.0314006079876599j),1,1.0579249964025075,-1.7951958020513106,-0.23541045825521667,-1.0314006079876599
8apsk,(-0.23541045825521645+1.0314006079876599j),1,1.0579249964025073,1.7951958020513104,-0.23541045825521645,1.0314006079876599
8apsk,(-0.23541045825521667-1.0314006079876599j),1,1.0579249964025075,-1.7951958020513106,-0.23541045825521667,-1.0314006079876599
8apsk,(-0.9531574863344378-0.459016453145049j),1,1.0579249964025073,-2.6927937030769655,-0.9531574863344378,-0.459016453145049
8apsk,(0.6596054463884007+0.8271190682773574j),1,1.0579249964025073,0.8975979010256552,0.6596054463884007,0.8271190682773574
8apsk,(0.40689422938557973+0j),1,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(-0.23541045825521645+1.0314006079876599j),0,1.0579249964025073,1.7951958020513104,-0.23541045825521645,1.0314006079876599
8apsk,(0.6596054463884006-0.8271190682773576j),0,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(0.40689422938557973+0j),1,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(1.0579249964025073+0j),1,1.0579249964025073,0.0,1.0579249964025073,0.0
8apsk,(0.6596054463884006-0.8271190682773576j),0,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(0.40689422938557973+0j),0,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(-0.9531574863344378-0.459016453145049j),1,1.0579249964025073,-2.6927937030769655,-0.9531574863344378,-0.459016453145049
8apsk,(-0.23541045825521667-1.0314006079876599j),0,1.0579249964025075,-1.7951958020513106,-0.23541045825521667,-1.0314006079876599
8apsk,(-0.23541045825521667-1.0314006079876599j),1,1.0579249964025075,-1.7951958020513106,-0.23541045825521667,-1.0314006079876599
8apsk,(0.6596054463884007+0.8271190682773574j),0,1.0579249964025073,0.8975979010256552,0.6596054463884007,0.8271190682773574
8apsk,(-0.9531574863344378-0.459016453145049j),1,1.0579249964025073,-2.6927937030769655,-0.9531574863344378,-0.459016453145049
8apsk,(-0.9531574863344378+0.4590164531450492j),1,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(0.6596054463884007+0.8271190682773574j),1,1.0579249964025073,0.8975979010256552,0.6596054463884007,0.8271190682773574
8apsk,(0.6596054463884006-0.8271190682773576j),1,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(-0.9531574863344378+0.4590164531450492j),0,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(-0.23541045825521645+1.0314006079876599j),0,1.0579249964025073,1.7951958020513104,-0.23541045825521645,1.0314006079876599
8apsk,(-0.9531574863344378+0.4590164531450492j),1,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(0.6596054463884006-0.8271190682773576j),0,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(-0.23541045825521645+1.0314006079876599j),0,1.0579249964025073,1.7951958020513104,-0.23541045825521645,1.0314006079876599
8apsk,(0.6596054463884007+0.8271190682773574j),1,1.0579249964025073,0.8975979010256552,0.6596054463884007,0.8271190682773574
8apsk,(1.0579249964025073+0j),0,1.0579249964025073,0.0,1.0579249964025073,0.0
8apsk,(0.6596054463884006-0.8271190682773576j),0,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(-0.9531574863344378-0.459016453145049j),0,1.0579249964025073,-2.6927937030769655,-0.9531574863344378,-0.459016453145049
8apsk,(0.6596054463884006-0.8271190682773576j),0,1.0579249964025075,-0.8975979010256554,0.6596054463884006,-0.8271190682773576
8apsk,(0.40689422938557973+0j),1,0.40689422938557973,0.0,0.40689422938557973,0.0
8apsk,(-0.9531574863344378+0.4590164531450492j),1,1.0579249964025073,2.6927937030769655,-0.9531574863344378,0.4590164531450492
8apsk,(-0.23541045825521667-1.0314006079876599j),1,1.0579249964025075,-1.7951958020513106,-0.23541045825521667,-1.0314006079876599
